Particella,Compresa,Area saggio,Genere,D(cm),h(m),Metodo,Campionamento ADS,Fustaia,C-A
3,Fabrizia,17,Douglas,49,38,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Douglas,64,41,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,33,26,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,43,27,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Pino Nero,25,28,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,50,31,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,29,27,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,50,28,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Faggio,33,26,3p,Parziale,TRUE,Fabrizia-17
3,Fabrizia,17,Pino Nero,54,34,3p,Parziale,TRUE,Fabrizia-17
13a,Fabrizia,40,Pino Nero,42,22,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Pino Nero,40,18,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Faggio,50,23,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Faggio,35,19,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Faggio,30,18,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Pino Nero,39,23,3p,Parziale,TRUE,Fabrizia-40
13a,Fabrizia,40,Faggio,37,22,3p,Parziale,TRUE,Fabrizia-40
12a,Fabrizia,42,leccio,36,23,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Abete,21,15,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Abete,30,14,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Abete,22,14,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Douglas,21,22,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Douglas,43,28,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Douglas,73,34,3p,Parziale,TRUE,Fabrizia-42
12a,Fabrizia,42,Faggio,78,30,3p,Parziale,TRUE,Fabrizia-42
2,Capistrano,7,Pino Nero,50,27,3p,Parziale,TRUE,Capistrano-7
2,Capistrano,7,Pino Nero,53,26,3p,Parziale,TRUE,Capistrano-7
2,Capistrano,7,Pino Nero,33,20,3p,Parziale,TRUE,Capistrano-7
2,Capistrano,7,Pino Nero,53,27,3p,Parziale,TRUE,Capistrano-7
2,Capistrano,7,Pino Nero,45,28,3p,Parziale,TRUE,Capistrano-7
2,Capistrano,8,Pino Nero,57,28,3p,Parziale,TRUE,Capistrano-8
2,Capistrano,8,Pino Nero,33,26,3p,Parziale,TRUE,Capistrano-8
2,Capistrano,8,Pino Nero,40,24,3p,Parziale,TRUE,Capistrano-8
2,Capistrano,8,Pino Nero,59,31,3p,Parziale,TRUE,Capistrano-8
2,Capistrano,8,Pino Nero,38,28,3p,Parziale,TRUE,Capistrano-8
6a,Capistrano,6,Douglas,73,34,3p,Parziale,TRUE,Capistrano-6
6a,Capistrano,6,Douglas,45,31,3p,Parziale,TRUE,Capistrano-6
6a,Capistrano,6,Douglas,43,30,3p,Parziale,TRUE,Capistrano-6
6a,Capistrano,6,Douglas,46,30,3p,Parziale,TRUE,Capistrano-6
6a,Capistrano,6,Douglas,50,34,3p,Parziale,TRUE,Capistrano-6
6a,Capistrano,14,Castagno,21,21,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,36,23,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,29,25,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,22,24,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,56,26,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,44,24,3p,Parziale,TRUE,Capistrano-14
6a,Capistrano,14,Abete,28,25,3p,Parziale,TRUE,Capistrano-14
12a,Capistrano,41,Douglas,73,41,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Douglas,65,36,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Pino Nero,39,28,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Pino Nero,40,26,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Faggio,33,25,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Douglas,67,35,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Pino Nero,58,30,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Faggio,18,11,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,41,Faggio,40,19,3p,Parziale,TRUE,Capistrano-41
12a,Capistrano,40,Abete,31,18,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,23,15,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,26,18,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Douglas,26,19,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Douglas,18,14,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,26,19,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,26,18,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,42,22,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,16,17,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,22,18,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,35,19,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,25,19,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,26,18,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,22,17,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,22,17,3p,Parziale,TRUE,Capistrano-40
12a,Capistrano,40,Abete,40,22,3p,Parziale,TRUE,Capistrano-40
12b,Capistrano,46,Abete,38,21,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,18,18,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,24,18,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Douglas,30,22,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Douglas,42,25,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,33,22,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Douglas,18,18,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,36,22,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,26,17,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,26,18,3p,Parziale,TRUE,Capistrano-46
12b,Capistrano,46,Abete,32,17,3p,Parziale,TRUE,Capistrano-46
16b,Capistrano,22,Abete,45,21,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,37,21,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,33,20,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,16,15,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,27,19,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,29,20,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,20,16,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,26,18,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,30,18,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,20,16,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,25,17,3p,Parziale,TRUE,Capistrano-22
16b,Capistrano,22,Abete,18,14,3p,Parziale,TRUE,Capistrano-22
15,Capistrano,45,Abete,45,24,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Abete,14,14,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Abete,41,18,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Abete,43,20,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Ontano,28,17,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Ontano,15,11,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Ontano,11,8,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Ontano,25,14,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,45,Ontano,29,15,3p,Parziale,TRUE,Capistrano-45
15,Capistrano,43,Pino Nero,37,21,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,43,Pino Marittimo,82,31,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,43,Pino Marittimo,54,29,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,43,Pino Marittimo,60,27,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,43,Pino Marittimo,66,28,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,43,Pino Marittimo,52,29,3p,Parziale,TRUE,Capistrano-43
15,Capistrano,44,Pino Marittimo,75,35,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,55,31,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,63,28,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,66,26,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,64,26,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,65,28,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,60,29,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,75,25,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,52,29,3p,Parziale,TRUE,Capistrano-44
15,Capistrano,44,Pino Marittimo,62,31,3p,Parziale,TRUE,Capistrano-44
13,Capistrano,42,Abete,95,28,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Abete,75,27,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,29,21,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,37,25,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,40,24,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,21,17,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,16,16,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Douglas,26,18,3p,Parziale,TRUE,Capistrano-42
13,Capistrano,42,Abete,78,27,3p,Parziale,TRUE,Capistrano-42
14b,Capistrano,48,Ontano,32,19,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Ontano,33,17,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Ontano,14,12,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Pino Marittimo,54,28,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Pino Marittimo,70,29,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Pino Marittimo,72,30,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Ontano,21,13,3p,Parziale,TRUE,Capistrano-48
14b,Capistrano,48,Abete,35,16,3p,Parziale,TRUE,Capistrano-48
16a,Capistrano,37,Pino Nero,37,21,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,40,23,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,44,24,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,40,24,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,50,26,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,51,26,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,46,25,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,42,26,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,49,23,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,54,24,3p,Parziale,TRUE,Capistrano-37
16a,Capistrano,37,Pino Nero,55,25,3p,Parziale,TRUE,Capistrano-37
11,Serra,34,Abete,66,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,70,31,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,84,36,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,46,30,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,64,30,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,52,33,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,75,34,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,64,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,62,34,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,69,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,70,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,58,33,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,78,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,61,30,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,67,35,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,44,35,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,63,30,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,46,36,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,70,32,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,74,36,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,59,36,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,53,30,3p,Totale,TRUE,Serra-34
11,Serra,34,Abete,62,37,3p,Totale,TRUE,Serra-34
11,Serra,70,Abete,58,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,65,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,36,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,60,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,48,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,37,32,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,30,32,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,38,35,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,70,40,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,59,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,32,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,30,28,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,49,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,57,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,42,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,50,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,60,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,52,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,46,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,34,35,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,53,35,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,45,39,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,58,35,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,64,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,31,28,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,46,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,56,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,48,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,33,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,45,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,42,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,65,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,56,32,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,36,33,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,54,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,68,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,42,35,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,39,33,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,54,37,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,67,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Faggio,48,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,60,36,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,47,31,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,35,29,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,31,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,77,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,51,29,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,66,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,49,32,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,36,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,44,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,60,30,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,59,34,3p,Totale,TRUE,Serra-70
11,Serra,70,Abete,53,29,3p,Totale,TRUE,Serra-70
16,Serra,39,Abete,84,33,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,25,17,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,21,20,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,37,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,30,23,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,46,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,39,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,35,20,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,24,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,32,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,32,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,27,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,30,18,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,31,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,54,28,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,82,30,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,43,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,20,18,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,84,29,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,28,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,28,25,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,60,26,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,38,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,87,28,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,53,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,40,23,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,36,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,22,18,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,35,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,22,17,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,26,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,21,16,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,94,33,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,59,32,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,15,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,35,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,31,26,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,46,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,26,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,36,25,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,26,23,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,24,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,30,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,18,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,22,18,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,40,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,44,29,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,29,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,34,26,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,77,28,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,46,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,38,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,83,28,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,51,28,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,27,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,47,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,38,24,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,38,25,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,32,20,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,18,22,3p,Totale,TRUE,Serra-39
16,Serra,39,Castagno,25,19,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,57,27,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,80,35,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,33,26,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,42,25,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,30,21,3p,Totale,TRUE,Serra-39
16,Serra,39,Faggio,18,18,3p,Totale,TRUE,Serra-39
16,Serra,39,Abete,24,1,3p,Totale,TRUE,Serra-39
16,Serra,32,Douglas,32,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,41,35,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,66,39,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,47,39,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,45,34,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,32,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,33,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,27,33,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,26,33,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,37,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,54,35,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,29,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,34,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,54,38,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,24,27,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,52,37,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,28,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,44,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,37,29,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,58,40,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,47,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,52,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,67,35,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,52,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,61,40,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,50,40,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,37,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Douglas,66,40,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,41,28,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,42,28,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,54,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,47,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,29,24,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,55,31,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,43,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,23,26,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,34,29,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,41,28,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,50,33,3p,Totale,TRUE,Serra-32
16,Serra,32,Castagno,26,25,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,64,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,48,29,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,42,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,45,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,32,30,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,26,29,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,50,32,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,74,29,3p,Totale,TRUE,Serra-32
16,Serra,32,Abete,70,31,3p,Totale,TRUE,Serra-32
16,Serra,31,Douglas,66,38,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,70,37,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,50,34,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,41,34,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,56,29,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,39,24,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,43,30,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,47,27,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,27,26,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,28,25,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,46,29,3p,Totale,TRUE,Serra-31
16,Serra,31,Castagno,29,18,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,56,30,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,64,28,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,56,37,3p,Totale,TRUE,Serra-31
16,Serra,31,Faggio,48,28,3p,Totale,TRUE,Serra-31
16,Serra,31,Abete,44,28,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,34,31,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,44,39,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,52,36,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,52,38,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,43,37,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,62,37,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,42,34,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,42,37,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,56,39,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,43,40,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,40,34,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,53,38,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,31,30,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,38,32,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,35,32,3p,Totale,TRUE,Serra-31
16,Serra,31,Douglas,43,35,3p,Totale,TRUE,Serra-31
