Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a),,
Capistrano,16b,22,1,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,2,,20,4,18,Abete,TRUE,0.03,0.28,20,200,4.00,0.01,,
Capistrano,16b,22,3,,18,3,18,Abete,TRUE,0.03,0.23,20,200,4.44,0.01,,
Capistrano,16b,22,4,,31,6,18,Abete,TRUE,0.08,0.68,20,200,2.58,0.02,,
Capistrano,16b,22,5,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,6,,22,4,18,Abete,TRUE,0.04,0.34,20,200,3.64,0.01,,
Capistrano,16b,22,7,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,8,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,9,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,10,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,11,,21,4,18,Abete,TRUE,0.03,0.31,20,200,3.81,0.01,,
Capistrano,16b,22,12,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,13,,33,6,18,Abete,TRUE,0.09,0.77,20,200,2.42,0.02,,
Capistrano,16b,22,14,,17,3,18,Abete,TRUE,0.02,0.20,20,200,4.71,0.01,,
Capistrano,16b,22,15,,20,4,18,Abete,TRUE,0.03,0.28,20,200,4.00,0.01,,
Capistrano,16b,22,16,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,17,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,18,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,19,,13,2,18,Abete,TRUE,0.01,0.12,20,200,6.15,0.01,,
Capistrano,16b,22,20,,16,3,18,Abete,TRUE,0.02,0.18,20,200,5.00,0.01,,
Capistrano,16b,22,21,,25,5,18,Abete,TRUE,0.05,0.44,20,200,3.20,0.01,,
Capistrano,16b,22,22,,20,4,18,Abete,TRUE,0.03,0.28,20,200,4.00,0.01,,
Capistrano,16b,22,23,,29,6,18,Abete,TRUE,0.07,0.59,20,200,2.76,0.02,,
Capistrano,16b,22,24,,15,3,18,Abete,TRUE,0.02,0.16,20,200,5.33,0.01,,
Capistrano,16b,22,25,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,26,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,27,,20,4,18,Abete,TRUE,0.03,0.28,20,200,4.00,0.01,,
Capistrano,16b,22,28,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,29,,29,6,18,Abete,TRUE,0.07,0.59,20,200,2.76,0.02,,
Capistrano,16b,22,30,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,31,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,32,,11,2,18,Abete,TRUE,0.01,0.09,20,200,7.27,0.01,,
Capistrano,16b,22,33,,25,5,18,Abete,TRUE,0.05,0.44,20,200,3.20,0.01,,
Capistrano,16b,22,34,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,35,,16,3,18,Abete,TRUE,0.02,0.18,20,200,5.00,0.01,,
Capistrano,16b,22,36,,21,4,18,Abete,TRUE,0.03,0.31,20,200,3.81,0.01,,
Capistrano,16b,22,37,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,38,,28,5,18,Abete,TRUE,0.06,0.55,20,200,2.86,0.02,,
Capistrano,16b,22,39,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,40,,20,4,18,Abete,TRUE,0.03,0.28,20,200,4.00,0.01,,
Capistrano,16b,22,41,,31,6,18,Abete,TRUE,0.08,0.68,20,200,2.58,0.02,,
Capistrano,16b,22,42,,22,4,18,Abete,TRUE,0.04,0.34,20,200,3.64,0.01,,
Capistrano,16b,22,43,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,44,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,45,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,46,,29,6,18,Abete,TRUE,0.07,0.59,20,200,2.76,0.02,,
Capistrano,16b,22,47,,15,3,18,Abete,TRUE,0.02,0.16,20,200,5.33,0.01,,
Capistrano,16b,22,48,,21,4,18,Abete,TRUE,0.03,0.31,20,200,3.81,0.01,,
Capistrano,16b,22,49,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,50,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,51,,42,8,18,Abete,TRUE,0.14,1.25,20,200,1.90,0.02,,
Capistrano,16b,22,52,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16b,22,53,,17,3,18,Abete,TRUE,0.02,0.20,20,200,4.71,0.01,,
Capistrano,16b,22,54,,22,4,18,Abete,TRUE,0.04,0.34,20,200,3.64,0.01,,
Capistrano,16b,22,55,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,56,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,57,,31,6,18,Abete,TRUE,0.08,0.68,20,200,2.58,0.02,,
Capistrano,16b,22,58,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,59,,33,6,18,Abete,TRUE,0.09,0.77,20,200,2.42,0.02,,
Capistrano,16b,22,60,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,61,,25,5,18,Abete,TRUE,0.05,0.44,20,200,3.20,0.01,,
Capistrano,16b,22,62,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,63,,31,6,18,Abete,TRUE,0.08,0.68,20,200,2.58,0.02,,
Capistrano,16b,22,64,,40,8,18,Abete,TRUE,0.13,1.13,20,200,2.00,0.02,,
Capistrano,16b,22,65,,31,6,18,Abete,TRUE,0.08,0.68,20,200,2.58,0.02,,
Capistrano,16b,22,66,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,67,,37,7,18,Abete,TRUE,0.11,0.97,20,200,2.16,0.02,,
Capistrano,16b,22,68,,27,5,18,Abete,TRUE,0.06,0.52,20,200,2.96,0.02,,
Capistrano,16b,22,69,,15,3,18,Abete,TRUE,0.02,0.16,20,200,5.33,0.01,,
Capistrano,16b,22,70,,38,7,18,Abete,TRUE,0.11,1.02,20,200,2.11,0.02,,
Capistrano,16b,22,71,,26,5,18,Abete,TRUE,0.05,0.48,20,200,3.08,0.01,,
Capistrano,16b,22,72,,15,3,18,Abete,TRUE,0.02,0.16,20,200,5.33,0.01,,
Capistrano,16b,22,73,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,74,,28,5,18,Abete,TRUE,0.06,0.55,20,200,2.86,0.02,,
Capistrano,16b,22,75,,15,3,18,Abete,TRUE,0.02,0.16,20,200,5.33,0.01,,
Capistrano,16b,22,76,,30,6,18,Abete,TRUE,0.07,0.64,20,200,2.67,0.02,,
Capistrano,16b,22,77,,24,5,18,Abete,TRUE,0.05,0.41,20,200,3.33,0.01,,
Capistrano,16b,22,78,,13,2,18,Abete,TRUE,0.01,0.12,20,200,6.15,0.01,,
Capistrano,16b,22,79,,19,4,18,Abete,TRUE,0.03,0.26,20,200,4.21,0.01,,
Capistrano,16b,22,80,,22,4,18,Abete,TRUE,0.04,0.34,20,200,3.64,0.01,,
Capistrano,16b,22,81,,23,4,18,Abete,TRUE,0.04,0.37,20,200,3.48,0.01,,
Capistrano,16c,53,1,,54,11,24,Pino Nero,TRUE,0.23,2.75,15,200,1.11,0.03,,
Capistrano,16c,53,2,,47,9,22,Pino Nero,TRUE,0.17,1.91,15,200,1.28,0.02,,
Capistrano,16c,53,3,,59,12,24,Pino Nero,TRUE,0.27,3.28,15,200,1.02,0.03,,
Capistrano,16c,53,4,,52,10,24,Pino Nero,TRUE,0.21,2.55,15,200,1.15,0.03,,
Capistrano,16c,53,5,,41,8,22,Pino Nero,TRUE,0.13,1.45,15,200,1.46,0.02,,
Capistrano,16c,53,6,,59,12,24,Pino Nero,TRUE,0.27,3.28,15,200,1.02,0.03,,
Capistrano,16c,53,7,,47,9,24,Pino Nero,TRUE,0.17,2.08,15,200,1.28,0.03,,
Capistrano,16c,53,8,,38,7,22,Pino Nero,TRUE,0.11,1.25,15,200,1.58,0.02,,
Capistrano,16c,53,9,,54,11,24,Pino Nero,TRUE,0.23,2.75,15,200,1.11,0.03,,
Capistrano,16c,53,10,,46,9,24,Pino Nero,TRUE,0.17,1.99,15,200,1.30,0.03,,
Capistrano,16c,53,11,,42,8,22,Pino Nero,TRUE,0.14,1.52,15,200,1.43,0.02,,
Capistrano,16c,53,12,,41,8,22,Pino Nero,TRUE,0.13,1.45,15,200,1.46,0.02,,
Capistrano,16c,53,13,,47,9,24,Pino Nero,TRUE,0.17,2.08,15,200,1.28,0.03,,
Capistrano,16c,53,14,,52,10,24,Pino Nero,TRUE,0.21,2.55,15,200,1.15,0.03,,
Capistrano,16c,53,15,,41,8,22,Pino Nero,TRUE,0.13,1.45,15,200,1.46,0.02,,
Capistrano,16c,53,16,,38,7,22,Pino Nero,TRUE,0.11,1.25,15,200,1.58,0.02,,
Capistrano,16c,53,17,,52,10,24,Pino Nero,TRUE,0.21,2.55,15,200,1.15,0.03,,
Capistrano,16c,53,18,,56,11,24,Pino Nero,TRUE,0.25,2.95,15,200,1.07,0.03,,
Capistrano,16c,53,19,,42,8,22,Pino Nero,TRUE,0.14,1.52,15,200,1.43,0.02,,
Capistrano,16c,53,20,,44,9,22,Pino Nero,TRUE,0.15,1.67,15,200,1.36,0.02,,
Capistrano,16c,53,21,,56,11,24,Pino Nero,TRUE,0.25,2.95,15,200,1.07,0.03,,
Capistrano,16c,53,22,,38,7,21,Pino Nero,TRUE,0.11,1.19,15,200,1.58,0.02,,
Capistrano,16c,53,23,,36,7,21,Pino Nero,TRUE,0.10,1.07,15,200,1.67,0.02,,
Capistrano,17a,18,1,1,6,1,8,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,1,2,6,1,8,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,1,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,1,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,2,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,2,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,2,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,2,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,2,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,3,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,3,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,3,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,3,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,4,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,4,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,4,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,4,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,4,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,5,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,5,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,5,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,5,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,6,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,6,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,6,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,6,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,6,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,7,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,7,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,7,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,8,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,8,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,8,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,9,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,9,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,9,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,9,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,10,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,10,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,11,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,11,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,11,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,11,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,12,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,12,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,12,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,12,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,13,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,13,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,13,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,13,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,14,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,14,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,14,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,15,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,15,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,15,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,15,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,16,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,16,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,16,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,16,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,16,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,17,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,17,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,17,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,17,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,17,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,18,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,18,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,18,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,18,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,19,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,19,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,19,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,20,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,20,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,20,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,21,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,21,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,22,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,22,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,22,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,22,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,22,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,23,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,23,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,24,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,24,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17a,18,24,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,17a,18,24,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,17b,17,1,,26,5,18,Abete,TRUE,0.05,0.48,30,200,4.62,0.02,,
Capistrano,17b,17,2,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,3,,27,5,18,Abete,TRUE,0.06,0.52,30,200,4.44,0.02,,
Capistrano,17b,17,4,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,5,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,6,,32,6,18,Abete,TRUE,0.08,0.72,30,200,3.75,0.03,,
Capistrano,17b,17,7,,25,5,18,Abete,TRUE,0.05,0.44,30,200,4.80,0.02,,
Capistrano,17b,17,8,,33,6,18,Abete,TRUE,0.09,0.77,30,200,3.64,0.03,,
Capistrano,17b,17,9,,13,2,18,Abete,TRUE,0.01,0.12,30,200,9.23,0.01,,
Capistrano,17b,17,10,,35,7,18,Abete,TRUE,0.10,0.87,30,200,3.43,0.03,,
Capistrano,17b,17,11,,16,3,18,Abete,TRUE,0.02,0.18,30,200,7.50,0.01,,
Capistrano,17b,17,12,,19,4,18,Abete,TRUE,0.03,0.26,30,200,6.32,0.02,,
Capistrano,17b,17,13,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,14,,17,3,18,Abete,TRUE,0.02,0.20,30,200,7.06,0.01,,
Capistrano,17b,17,15,,26,5,18,Abete,TRUE,0.05,0.48,30,200,4.62,0.02,,
Capistrano,17b,17,16,,21,4,18,Abete,TRUE,0.03,0.31,30,200,5.71,0.02,,
Capistrano,17b,17,17,,16,3,18,Abete,TRUE,0.02,0.18,30,200,7.50,0.01,,
Capistrano,17b,17,18,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,19,,25,5,18,Abete,TRUE,0.05,0.44,30,200,4.80,0.02,,
Capistrano,17b,17,20,,29,6,18,Abete,TRUE,0.07,0.59,30,200,4.14,0.02,,
Capistrano,17b,17,21,,16,3,18,Abete,TRUE,0.02,0.18,30,200,7.50,0.01,,
Capistrano,17b,17,22,,29,6,18,Abete,TRUE,0.07,0.59,30,200,4.14,0.02,,
Capistrano,17b,17,23,,17,3,18,Abete,TRUE,0.02,0.20,30,200,7.06,0.01,,
Capistrano,17b,17,24,,27,5,18,Abete,TRUE,0.06,0.52,30,200,4.44,0.02,,
Capistrano,17b,17,25,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,26,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,27,,28,5,18,Abete,TRUE,0.06,0.55,30,200,4.29,0.02,,
Capistrano,17b,17,28,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,29,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,30,,26,5,18,Abete,TRUE,0.05,0.48,30,200,4.62,0.02,,
Capistrano,17b,17,31,,32,6,18,Abete,TRUE,0.08,0.72,30,200,3.75,0.03,,
Capistrano,17b,17,32,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,33,,17,3,18,Abete,TRUE,0.02,0.20,30,200,7.06,0.01,,
Capistrano,17b,17,34,,27,5,18,Abete,TRUE,0.06,0.52,30,200,4.44,0.02,,
Capistrano,17b,17,35,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,36,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,37,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,38,,14,3,18,Abete,TRUE,0.02,0.14,30,200,8.57,0.01,,
Capistrano,17b,17,39,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,40,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,41,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,42,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,43,,33,6,18,Abete,TRUE,0.09,0.77,30,200,3.64,0.03,,
Capistrano,17b,17,44,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,45,,19,4,18,Abete,TRUE,0.03,0.26,30,200,6.32,0.02,,
Capistrano,17b,17,46,,12,2,18,Abete,TRUE,0.01,0.10,30,200,10.00,0.01,,
Capistrano,17b,17,47,,13,2,18,Abete,TRUE,0.01,0.12,30,200,9.23,0.01,,
Capistrano,17b,17,48,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,49,,21,4,18,Abete,TRUE,0.03,0.31,30,200,5.71,0.02,,
Capistrano,17b,17,50,,17,3,18,Abete,TRUE,0.02,0.20,30,200,7.06,0.01,,
Capistrano,17b,17,51,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,52,,21,4,18,Abete,TRUE,0.03,0.31,30,200,5.71,0.02,,
Capistrano,17b,17,53,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,54,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,55,,32,6,18,Abete,TRUE,0.08,0.72,30,200,3.75,0.03,,
Capistrano,17b,17,56,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,57,,26,5,18,Abete,TRUE,0.05,0.48,30,200,4.62,0.02,,
Capistrano,17b,17,58,,14,3,18,Abete,TRUE,0.02,0.14,30,200,8.57,0.01,,
Capistrano,17b,17,59,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,60,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,61,,24,5,18,Abete,TRUE,0.05,0.41,30,200,5.00,0.02,,
Capistrano,17b,17,62,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,63,,31,6,18,Abete,TRUE,0.08,0.68,30,200,3.87,0.03,,
Capistrano,17b,17,64,,19,4,18,Abete,TRUE,0.03,0.26,30,200,6.32,0.02,,
Capistrano,17b,17,65,,28,5,18,Abete,TRUE,0.06,0.55,30,200,4.29,0.02,,
Capistrano,17b,17,66,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,67,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,68,,26,5,18,Abete,TRUE,0.05,0.48,30,200,4.62,0.02,,
Capistrano,17b,17,69,,22,4,18,Abete,TRUE,0.04,0.34,30,200,5.45,0.02,,
Capistrano,17b,17,70,,18,3,18,Abete,TRUE,0.03,0.23,30,200,6.67,0.02,,
Capistrano,17b,17,71,,27,5,18,Abete,TRUE,0.06,0.52,30,200,4.44,0.02,,
Capistrano,17b,17,72,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,73,,20,4,18,Abete,TRUE,0.03,0.28,30,200,6.00,0.02,,
Capistrano,17b,17,74,,23,4,18,Abete,TRUE,0.04,0.37,30,200,5.22,0.02,,
Capistrano,17b,17,75,,19,4,18,Abete,TRUE,0.03,0.26,30,200,6.32,0.02,,
Capistrano,17b,17,76,,17,3,18,Abete,TRUE,0.02,0.20,30,200,7.06,0.01,,
