Compresa,Particella,Area saggio,n,poll,D(cm),Classe diametrica,h(m),Genere,Fustaia,G(m2),V(m3),Ipr(mm),c(1/a),Pv(%/a),PvxV(m3/a),,
Capistrano,10b,36,13,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,14,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,14,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,14,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,14,mat,12,2,10,Castagno,FALSE,0.01,0.06,,,2.00,0.00,,
Capistrano,10b,36,15,1,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,15,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,15,3,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,15,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,16,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,16,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,16,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,16,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,17,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,17,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,17,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,17,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,18,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,18,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,18,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,18,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,19,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,19,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,19,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,20,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,20,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,20,3,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,21,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,21,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,22,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,22,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,22,3,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,22,4,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,22,mat,10,2,8,Castagno,FALSE,0.01,0.03,,,2.00,0.00,,
Capistrano,10b,36,23,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,23,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,24,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,24,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,24,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,24,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,25,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,25,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,25,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,25,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,26,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,26,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,26,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,26,4,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,26,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,27,1,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,27,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,27,3,7,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,28,1,9,2,8,Castagno,FALSE,0.01,0.03,,,2.00,0.00,,
Capistrano,10b,36,28,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,28,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,28,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,29,1,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,29,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,29,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,29,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,29,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,30,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,30,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,30,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,30,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,30,mat,10,2,8,Castagno,FALSE,0.01,0.03,,,2.00,0.00,,
Capistrano,10b,36,31,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,31,2,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,31,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,31,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,31,5,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,32,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,32,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,32,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,33,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,33,2,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,33,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,33,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,34,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,34,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,34,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,34,4,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,35,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,35,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,35,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,35,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,36,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,36,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,36,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,10b,36,36,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,10b,36,36,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,31,,53,10,22,Pino Nero,TRUE,0.22,2.43,25,200,1.89,0.05,,
Capistrano,11a,35,32,,54,11,22,Pino Nero,TRUE,0.23,2.52,25,200,1.85,0.05,,
Capistrano,11a,35,33,,42,8,22,Pino Nero,TRUE,0.14,1.52,25,200,2.38,0.04,,
Capistrano,11a,35,34,,47,9,22,Pino Nero,TRUE,0.17,1.91,25,200,2.13,0.04,,
Capistrano,11a,35,35,,59,12,22,Pino Nero,TRUE,0.27,3.01,25,200,1.69,0.05,,
Capistrano,11a,35,36,,16,3,14,Pino Nero,TRUE,0.02,0.14,25,200,6.25,0.01,,
Capistrano,11a,35,37,,18,3,14,Pino Nero,TRUE,0.03,0.18,25,200,5.56,0.01,,
Capistrano,11a,35,38,,38,7,22,Pino Nero,TRUE,0.11,1.25,25,200,2.63,0.03,,
Capistrano,11a,35,1,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,1,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,1,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,1,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,2,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,2,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,2,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,2,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,2,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,3,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,3,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,3,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,3,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,4,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,4,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,4,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,4,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,4,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,5,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,5,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,5,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,5,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,6,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,6,2,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,6,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,6,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,6,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,7,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,7,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,7,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,8,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,8,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,8,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,9,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,9,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,9,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,9,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,10,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,10,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,11,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,11,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,11,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,11,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,12,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,12,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,12,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,12,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,13,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,13,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,13,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,13,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,14,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,14,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,14,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,15,1,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,15,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,15,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,15,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,16,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,16,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,16,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,16,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,16,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,17,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,17,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,17,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,17,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,17,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,18,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,18,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,18,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,18,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,19,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,19,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,19,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,20,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,20,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,20,3,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,21,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,21,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,22,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,22,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,22,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,22,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,22,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,23,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,23,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,24,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,24,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,24,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,24,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,24,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,25,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,25,2,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,25,3,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,26,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,26,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,26,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,26,4,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,26,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,27,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,27,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,27,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,27,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,28,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,28,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,28,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,28,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,29,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,29,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11a,35,29,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11a,35,29,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,1,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,1,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,1,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,1,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,2,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,2,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,2,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,2,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,2,5,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,3,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,3,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,3,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,3,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,4,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,4,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,4,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,4,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,4,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,5,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,5,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,5,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,5,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,6,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,6,2,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,6,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,6,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,6,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,7,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,7,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,7,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,8,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,8,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,8,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,9,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,9,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,9,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,9,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,10,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,10,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,11,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,11,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,11,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,11,5,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,12,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,12,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,12,3,10,2,8,Castagno,FALSE,0.01,0.03,,,2.00,0.00,,
Capistrano,11b,32,12,4,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,13,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,13,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,13,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,13,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,14,1,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,14,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,14,3,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,15,1,8,1,6,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,15,2,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,15,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,15,4,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,16,1,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
Capistrano,11b,32,16,2,8,1,8,Castagno,FALSE,0.01,0.02,,,2.00,0.00,,
Capistrano,11b,32,16,3,6,1,6,Castagno,FALSE,0.00,0.01,,,2.00,0.00,,
