Compresa,Particella,Numero,Genere,Diametro,Altezza,UTMLon,UTMLat,GaussLon,GaussLat,Lon,Lat,Note
Serra,11,49,Abete Bianco,52,,614318,4268381,,,16.312018,38.556521,
Serra,11,50,Abete Bianco,71,,614334,4268361,,,16.312199,38.556339,
Serra,11,51,Abete Bianco,70,,614351,4268239,,,16.312374,38.555237,
Serra,11,52,Abete Rosso,50,,614317,4268247,,,16.311985,38.555314,
Serra,11,53,Abete Rosso,55,,614320,4268227,,,16.312016,38.555133,
Serra,11,54,Abete Bianco,62,,614364,4268215,,,16.312519,38.555019,
Serra,11,55,Abete Bianco,54,,614379,4268205,,,16.312689,38.554927,
Serra,11,56,Douglas,55,,614333,4268157,,,16.312154,38.554501,
Serra,11,57,Douglas,54,,614321,4268946,,,16.312145,38.561611,
Serra,11,58,Douglas,55,,614318,4268872,,,16.312099,38.560945,
Serra,11,59,Douglas,48,,614315,4268873,,,16.312064,38.560954,
Serra,11,60,Abete Bianco,60,,614308,4268514,,,16.311925,38.557721,
Serra,11,61,Douglas,53,,614309,4268871,,,16.311995,38.560937,
Serra,11,62,Abete Rosso,48,,614304,4268770,,,16.311921,38.560028,
Serra,11,63,Douglas,52,,614311,4268470,,,16.311953,38.557324,
Serra,11,64,Douglas,53,,614315,4268514,,,16.312006,38.557720,
Serra,11,65,Abete Bianco,51,,614316,4268224,,,16.311970,38.555107,
Serra,11,66,Abete Rosso,47,,614329,4268657,,,16.312190,38.559006,
Serra,12,1,Abete Bianco,60,,612498,4268189,,,16.291104,38.555023,
Serra,12,2,Pino Laricio,52,,612508,4268150,,,16.291213,38.554671,
Serra,12,3,Abete Bianco,48,,612504,4268133,,,16.291164,38.554518,
Serra,12,4,Abete Bianco,50,,612501,4268051,,,16.291117,38.553780,
Serra,12,5,Faggio,50,,612506,4268889,,,16.291309,38.561329,
Serra,12,6,Abete Bianco,48,,612413,4268898,,,16.290243,38.561422,
Serra,12,7,Abete Bianco,58,,612249,4268349,,,16.288273,38.556496,
Serra,12,8,Faggio,41,,613488,4268409,,,16.302499,38.556880,
Serra,12,9,Abete Bianco,52,,613473,4268407,,,16.302327,38.556863,
Serra,12,10,Abete Bianco,51,,613475,4268419,,,16.302352,38.556971,
Serra,12,11,Abete Bianco,61,,613421,4268402,,,16.301729,38.556825,
Serra,12,12,Pino Laricio,54,,613289,4268434,,,16.300220,38.557130,
Serra,12,13,Pino Laricio,61,,613207,4268481,,,16.299287,38.557564,
Serra,12,14,Pino Laricio,59,,613178,4268498,,,16.298957,38.557721,
Serra,12,15,Abete Bianco,71,,613124,4268499,,,16.298337,38.557737,
Serra,12,16,Abete Bianco,54,,613091,4268502,,,16.297959,38.557768,
Serra,12,17,Faggio,41,,613067,4268486,,,16.297681,38.557627,
Serra,12,18,Douglas,63,,613107,4268434,,,16.298132,38.557153,
Serra,12,19,Pino Laricio,53,,613142,4268432,,,16.298533,38.557131,
Serra,12,20,Douglas,54,,613205,4268421,,,16.299254,38.557024,
Serra,12,21,Abete Bianco,56,,613240,4268419,,,16.299655,38.557001,
Serra,12,22,Abete Bianco,52,,613270,4268352,,,16.299989,38.556394,
Serra,12,23,Douglas,43,,613178,4268334,,,16.298930,38.556243,
Serra,12,24,Castagno,44,,613270,4268352,,,16.299989,38.556394,
Serra,12,25,Faggio,59,,613178,4268334,,,16.298930,38.556243,
Serra,12,26,Douglas,47,,613172,4268366,,,16.298866,38.556532,
Serra,12,27,Faggio,49,,613125,4268319,,,16.298320,38.556115,
Serra,12,28,Faggio,43,,613080,4268348,,,16.297808,38.556382,
Serra,12,29,Tasso,27,,613033,4268301,,,16.297261,38.555965,
Serra,12,30,Abete Bianco,74,,613040,4268211,,,16.297327,38.555153,
Serra,12,31,Abete Bianco,47,,612949,4268193,,,16.296280,38.555002,
Serra,12,32,Faggio,51,,612899,4268150,,,16.295699,38.554621,
Serra,12,33,Abete Bianco,59,,612694,4268564,,,16.293414,38.558377,
Serra,12,34,Faggio,45,,612942,4268417,,,16.296236,38.557021,
Serra,12,35,Douglas,85,,612890,4268438,,,16.295642,38.557217,
Serra,12,36,Abete Bianco,68,,612824,4268513,,,16.294897,38.557901,
Serra,12,37,Douglas,72,,612776,4268527,,,16.294349,38.558033,
Serra,12,38,Douglas,59,,612747,4268527,,,16.294016,38.558037,
Serra,12,39,Douglas,59,,612747,4268527,,,16.294016,38.558037,
Serra,12,40,Pino Strobo,48,,612632,4268483,,,16.292689,38.557655,
Serra,12,41,Douglas,51,,612578,4268483,,,16.292070,38.557662,
Serra,12,42,Castagno,54,,612555,4268445,,,16.291800,38.557323,
Serra,12,43,Faggio,51,,613168,4268663,,,16.298869,38.559209,
Serra,12,44,Douglas,54,,612815,4268801,,,16.294841,38.560497,
Serra,12,45,Douglas,72,,612800,4268848,,,16.294676,38.560922,
Serra,12,46,Abete Bianco,53,,612513,4268420,,,16.291314,38.557103,
Serra,12,47,Faggio,50,,612487,4268405,,,16.291013,38.556971,
Serra,12,48,Abete Bianco,58,,612472,4268385,,,16.290838,38.556792,
Serra,12,49,Abete Bianco,34,,612406,4268170,,,16.290046,38.554864,
Serra,12,50,Faggio,58,,612398,4268140,,,16.289949,38.554594,
Serra,12,51,Faggio,52,,612401,4268104,,,16.289978,38.554270,
Serra,12,52,Abete Bianco,50,,612391,4268063,,,16.289856,38.553902,
Serra,12,53,Castagno,26,,612693,4268129,,,16.293332,38.554458,
Serra,12,54,Abete Bianco,56,,612296,4268714,,,16.288871,38.559779,
Serra,12,55,Abete Bianco,38,,612296,4267945,,,16.288747,38.552850,
Serra,12,56,Abete Bianco,54,,612275,4267909,,,16.288501,38.552529,
Serra,12,57,Abete Bianco,57,,613106,4268894,,,16.298195,38.561298,
Serra,12,58,Abete Bianco,26,,613140,4268912,,,16.298588,38.561456,
Serra,12,59,Abete Bianco,34,,612569,4268714,,,16.292004,38.559744,
Serra,12,60,Abete Bianco,52,,612272,4267893,,,16.288464,38.552385,
Serra,12,61,Abete Bianco,52,,612328,4267876,,,16.289103,38.552225,
Serra,12,62,Abete Bianco,40,,612389,4267839,,,16.289797,38.551884,
Serra,12,63,Abete Bianco,36,,612481,4267857,,,16.290856,38.552034,
Serra,12,64,Abete Bianco,48,,612096,4268070,,,16.286473,38.554002,
Serra,12,65,Abete Bianco,50,,612330,4268281,,,16.289191,38.555873,
Serra,12,66,Faggio,36,,612588,4268673,,,16.292215,38.559373,
Serra,12,67,Douglas,45,,612322,4268548,,,16.289143,38.558280,
Serra,12,68,Douglas,48,,612282,4268354,,,16.288652,38.556537,
Serra,12,69,Abete Bianco,50,,612388,4268397,,,16.289876,38.556911,
Serra,12,70,Abete Bianco,48,,612684,4268635,,,16.293310,38.559018,
Serra,12,71,Abete Bianco,45,,612532,4267876,,,16.291444,38.552199,
Serra,12,72,Faggio,52,,612561,4267908,,,16.291782,38.552484,
Serra,12,73,Faggio,55,,612518,4267941,,,16.291294,38.552786,
Serra,12,74,Douglas,40,,612520,4267925,,,16.291314,38.552642,
Serra,12,75,Douglas,43,,612497,4268021,,,16.291066,38.553510,
Serra,12,76,Pino Laricio,47,,612604,4267991,,,16.292289,38.553226,
Serra,12,77,Abete Bianco,49,,612656,4268057,,,16.292896,38.553814,
Serra,12,78,Abete Bianco,53,,612807,4268132,,,16.294641,38.554471,
Serra,12,79,Faggio,50,,612899,4268150,,,16.295699,38.554621,
Serra,12,80,Douglas,58,,612747,4268527,,,16.294016,38.558037,
Serra,12,81,Douglas,58,,612817,4268354,,,16.294791,38.556469,
Serra,12,82,Douglas,48,,612882,4268285,,,16.295526,38.555840,
Serra,12,83,Abete Bianco,52,,612852,4268351,,,16.295192,38.556438,
Serra,13,1,Faggio,36,,611647,4267362,,,16.281208,38.547679,
Serra,13,2,Faggio,35,,611657,4267897,,,16.281408,38.552498,
Serra,13,3,Faggio,32,,611662,4267902,,,16.281466,38.552543,
Serra,13,4,Faggio,37,,611711,4267925,,,16.282032,38.552744,
Serra,13,5,Faggio,33,,611729,4267936,,,16.282240,38.552841,
Serra,13,6,Faggio,38,,611739,4267926,,,16.282353,38.552749,
Serra,13,7,Faggio,47,,611749,4267934,,,16.282469,38.552820,
Serra,13,8,Faggio,28,,611753,4267940,,,16.282516,38.552874,
Serra,13,9,Pino Laricio,44,,611758,4267900,,,16.282567,38.552513,
Serra,13,10,Faggio,34,,611759,4267971,,,16.282590,38.553152,
Serra,13,11,Faggio,38,,611759,4268000,,,16.282595,38.553414,
Serra,13,12,Pino Laricio,47,,611760,4268005,,,16.282607,38.553459,
Serra,13,13,Pino Laricio,52,,611762,4267900,,,16.282613,38.552512,
Serra,13,14,Faggio,33,,611781,4268014,,,16.282849,38.553537,
Serra,13,15,Faggio,30,,611796,4268016,,,16.283022,38.553553,
Serra,13,16,Faggio,42,,611793,4268021,,,16.282988,38.553599,
Serra,13,17,Abete Bianco,61,,611799,4268030,,,16.283059,38.553679,
Serra,13,18,Faggio,33,,611799,4268060,,,16.283063,38.553949,
Serra,13,19,Faggio,41,,611700,4268124,,,16.281938,38.554538,
Serra,13,20,Faggio,48,,611800,4268130,,,16.283086,38.554580,
Serra,13,21,Douglas,76,,611796,4268100,,,16.283035,38.554310,
Serra,13,22,Pino Laricio,53,,611793,4268126,,,16.283005,38.554545,
Serra,13,23,Pino Laricio,44,,611790,4268155,,,16.282975,38.554806,
Serra,13,24,Faggio,32,,611760,4268151,,,16.282630,38.554774,
Serra,13,25,Douglas,44,,611700,4268179,,,16.281946,38.555034,
Serra,13,26,Douglas,57,,600727,4268181,,,16.156038,38.556363,
Serra,13,27,Faggio,31,,611700,4268186,,,16.281948,38.555097,
Serra,13,28,Faggio,33,,611707,4268172,,,16.282026,38.554970,
Serra,13,29,Faggio,44,,611670,4268162,,,16.281600,38.554884,
Serra,13,30,Douglas,38,,611664,4268116,,,16.281523,38.554471,
Serra,13,31,Douglas,52,,611620,4268098,,,16.281016,38.554314,
Serra,13,32,Faggio,49,,611612,4268053,,,16.280917,38.553910,
Serra,13,33,Faggio,52,,611606,4268009,,,16.280841,38.553514,
Serra,13,34,Faggio,34,,611533,4267900,,,16.279986,38.552541,
Serra,13,35,Douglas,35,,612151,4267976,,,16.287089,38.553148,
Serra,13,36,Faggio,36,,612143,4267980,,,16.286997,38.553185,
Serra,13,37,Castagno,56,,612118,4268043,,,16.286721,38.553756,
Serra,13,38,Faggio,36,,600049,4268023,,,16.148236,38.555016,
Serra,13,39,Faggio,49,,612086,4268041,,,16.286353,38.553742,
Serra,13,40,Faggio,52,,612117,4268072,,,16.286714,38.554017,
Serra,13,41,Faggio,34,,612131,4268097,,,16.286879,38.554241,
Serra,13,42,Douglas,35,,612160,4267362,,,16.287093,38.547615,
Serra,14,1,Abete Bianco,64,,,,2632793,4267108,16.294213,38.545227,Gauss Boaga
Serra,14,2,Pino Laricio,60,,,,2632683,4267202,16.292966,38.546088,Gauss Boaga
Serra,14,3,Pino Laricio,52,,,,2632651,4267280,16.292611,38.546795,Gauss Boaga
Serra,14,4,Pino Laricio,57,,,,2632626,4267337,16.292334,38.547312,Gauss Boaga
Serra,14,5,Pino Laricio,73,,,,2632594,4267359,16.291970,38.547514,Gauss Boaga
Serra,14,6,Abete Bianco,83,,,,2632405,4267413,16.289811,38.548024,Gauss Boaga
Serra,14,7,Abete Bianco,72,,,,2632523,4267442,16.291169,38.548271,Gauss Boaga
Serra,14,8,Abete Bianco,48,,,,2632476,4267533,16.290644,38.549096,Gauss Boaga
Serra,14,9,Abete Bianco,61,,,,2632330,4267679,16.288993,38.550430,Gauss Boaga
Serra,14,10,Abete Bianco,70,,,,2632258,4267743,16.288177,38.551016,Gauss Boaga
Serra,14,11,Abete Bianco,69,,,,2632209,4267683,16.287605,38.550482,Gauss Boaga
Serra,14,12,Abete Bianco,68,,,,2632294,4267597,16.288567,38.549696,Gauss Boaga
Serra,14,13,Abete Bianco,74,,,,2632331,4267567,16.288986,38.549421,Gauss Boaga
Serra,14,14,Abete Bianco,85,,,,2632393,4267523,16.289691,38.549017,Gauss Boaga
Serra,14,15,Pino Laricio,64,,,,2632366,4267472,16.289373,38.548561,Gauss Boaga
Serra,14,16,Abete Bianco,52,,,,2632306,4267445,16.288680,38.548325,Gauss Boaga
Serra,14,17,Faggio,50,,,,2632274,4267470,16.288317,38.548554,Gauss Boaga
Serra,14,18,Abete Bianco,50,,,,2632245,4267548,16.287997,38.549261,Gauss Boaga
Serra,14,19,Abete Bianco,97,,,,2632244,4267550,16.287986,38.549279,Gauss Boaga
Serra,14,20,Faggio,40,,,,2632228,4267625,16.287814,38.549957,Gauss Boaga
Serra,14,21,Faggio,39,,,,2632178,4267608,16.287238,38.549810,Gauss Boaga
Serra,14,22,Faggio,52,,,,2632193,4267549,16.287400,38.549276,Gauss Boaga
Serra,14,23,Faggio,59,,,,2632183,4267488,16.287276,38.548728,Gauss Boaga
Serra,14,24,Abete Bianco,57,,,,2632168,4267508,16.287107,38.548910,Gauss Boaga
Serra,14,25,Abete Bianco,60,,,,2632101,4267439,16.286327,38.548297,Gauss Boaga
Serra,14,26,Faggio,48,,,,2632086,4267602,16.286181,38.549767,Gauss Boaga
Serra,14,27,Faggio,44,,,,2632118,4267629,16.286553,38.550007,Gauss Boaga
Serra,14,28,Faggio,48,,,,2632122,4267665,16.286604,38.550330,Gauss Boaga
Serra,14,29,Abete Bianco,54,,,,2632182,4267656,16.287291,38.550242,Gauss Boaga
Serra,14,30,Abete Bianco,71,,,,2632083,4267638,16.286153,38.550092,Gauss Boaga
Serra,14,31,Abete Bianco,52,,,,2632065,4267687,16.285954,38.550536,Gauss Boaga
Serra,14,32,Faggio,48,,,,2632064,4267560,16.285922,38.549392,Gauss Boaga
Serra,14,33,Abete Bianco,52,,,,2632036,4267483,16.285588,38.548701,Gauss Boaga
Serra,14,34,Faggio,54,,,,2631958,4267493,16.284695,38.548801,Gauss Boaga
Serra,14,35,Faggio,68,,,,2631922,4267585,16.284297,38.549635,Gauss Boaga
Serra,14,36,Abete Bianco,48,,,,2632031,4267566,16.285544,38.549450,Gauss Boaga
Serra,14,37,Faggio,53,,,,2632011,4267643,16.285327,38.550146,Gauss Boaga
Serra,14,38,Faggio,32,,,,2631932,4267650,16.284422,38.550219,Gauss Boaga
Serra,14,39,Faggio,48,,,,2631901,4267674,16.284070,38.550439,Gauss Boaga
Serra,14,40,Faggio,61,,,,2631810,4267704,16.283031,38.550721,Gauss Boaga
Serra,14,41,Faggio,63,,,,2631827,4267633,16.283215,38.550079,Gauss Boaga
Serra,14,42,Abete Bianco,100,,,,2631820,4267827,16.283165,38.551828,Gauss Boaga
Serra,14,43,Faggio,76,,,,2631869,4267835,16.283729,38.551894,Gauss Boaga
Serra,14,44,Abete Bianco,77,,,,2631952,4267760,16.284669,38.551208,Gauss Boaga
Serra,14,45,Abete Bianco,63,,,,2631990,4267884,16.285125,38.552320,Gauss Boaga
Serra,14,46,Abete Bianco,68,,,,2631898,4267948,16.284080,38.552908,Gauss Boaga
Serra,14,47,Abete Bianco,114,,,,2631870,4267842,16.283741,38.551957,Gauss Boaga
Serra,14,48,Faggio,70,,,,2631711,4267745,16.281902,38.551103,Gauss Boaga
Serra,14,49,Faggio,47,,,,2631742,4267857,16.282275,38.552108,Gauss Boaga
Serra,14,50,Abete Bianco,53,,,,2631750,4267861,16.282368,38.552143,Gauss Boaga
Serra,14,51,Faggio,40,,,,2631839,4267940,16.283401,38.552844,Gauss Boaga
Serra,14,52,Abete Bianco,76,,,,2631866,4267980,16.283718,38.553201,Gauss Boaga
Serra,14,53,Abete Bianco,80,,,,2631890,4268008,16.283997,38.553450,Gauss Boaga
Serra,14,54,Abete Bianco,61,,,,2631890,4268028,16.284001,38.553630,Gauss Boaga
Serra,14,55,Faggio,43,,,,2631862,4268002,16.283675,38.553399,Gauss Boaga
Serra,14,56,Abete Bianco,71,,,,2632066,4267715,16.285970,38.550788,Gauss Boaga
Serra,14,57,Abete Bianco,41,,,,2632061,4267727,16.285914,38.550897,Gauss Boaga
Serra,14,58,Faggio,46,,,,2632035,4267771,16.285623,38.551296,Gauss Boaga
Serra,14,59,Abete Bianco,80,,,,2632035,4267799,16.285628,38.551549,Gauss Boaga
Serra,14,60,Abete Bianco,72,,,,2632012,4267759,16.285357,38.551191,Gauss Boaga
Serra,14,61,Faggio,50,,,,2631938,4267605,16.284484,38.549813,Gauss Boaga
Serra,15,1,Douglas,60,,,,2632957,4268041,16.296245,38.553612,Gauss Boaga
Serra,15,2,Abete Bianco,94,,,,2632930,4267973,16.295924,38.553003,Gauss Boaga
Serra,15,3,Abete Bianco,58,,,,2632960,4267945,16.296264,38.552747,Gauss Boaga
Serra,15,4,Douglas,75,,,,2632932,4267735,16.295909,38.550859,Gauss Boaga
Serra,15,5,Douglas,55,,,,2632936,4267724,16.295953,38.550759,Gauss Boaga
Serra,15,6,Abete Bianco,41,,,,2632837,4267703,16.294814,38.550582,Gauss Boaga
Serra,15,7,Faggio,43,,,,2632784,4267524,16.294177,38.548976,Gauss Boaga
Serra,15,8,Abete Bianco,62,,,,2632740,4267587,16.293682,38.549550,Gauss Boaga
Serra,15,9,Abete Bianco,64,,,,2632650,4267657,16.292661,38.550192,Gauss Boaga
Serra,15,10,Faggio,32,,,,2632680,4267715,16.293014,38.550710,Gauss Boaga
Serra,15,11,Faggio,45,,,,2632704,4267716,16.293290,38.550716,Gauss Boaga
Serra,15,12,Castagno,52,,,,2632735,4267852,16.293667,38.551938,Gauss Boaga
Serra,15,13,Faggio,48,,,,2632763,4267836,16.293986,38.551790,Gauss Boaga
Serra,15,14,Abete Bianco,33,,,,2632855,4267980,16.295065,38.553076,Gauss Boaga
Serra,15,15,Douglas,58,,,,2632822,4267999,16.294689,38.553251,Gauss Boaga
Serra,15,16,Douglas,50,,,,2632877,4268027,16.295325,38.553496,Gauss Boaga
Serra,15,17,Douglas,62,,,,2632878,4268050,16.295340,38.553703,Gauss Boaga
Serra,15,18,Faggio,39,,,,2632852,4268997,16.295195,38.562239,Gauss Boaga
Serra,15,19,Castagno,52,,,,2632795,4268005,16.294381,38.553309,Gauss Boaga
Serra,15,20,Abete Bianco,52,,,,2632760,4267901,16.293962,38.552376,Gauss Boaga
Serra,15,21,Faggio,49,,,,2632703,4267848,16.293300,38.551906,Gauss Boaga
Serra,15,22,Abete Bianco,42,,,,2632653,4267804,16.292719,38.551516,Gauss Boaga
Serra,15,23,Abete Bianco,53,,,,2632600,4267795,16.292109,38.551441,Gauss Boaga
Serra,15,24,Abete Bianco,35,,,,2632603,4267803,16.292145,38.551513,Gauss Boaga
Serra,15,25,Abete Bianco,40,,,,2632607,4267640,16.292165,38.550044,Gauss Boaga
Serra,15,26,Abete Bianco,57,,,,2632615,4267632,16.292255,38.549971,Gauss Boaga
Serra,15,27,Faggio,50,,,,2632605,4267609,16.292137,38.549765,Gauss Boaga
Serra,15,28,Castagno,53,,,,2632568,4267555,16.291704,38.549283,Gauss Boaga
Serra,15,29,Abete Bianco,60,,,,2632579,4267525,16.291825,38.549011,Gauss Boaga
Serra,15,30,Faggio,34,,,,2632480,4267569,16.290696,38.549420,Gauss Boaga
Serra,15,31,Abete Bianco,57,,,,2632466,4267555,16.290533,38.549296,Gauss Boaga
Serra,15,32,Faggio,57,,,,2634462,4267567,16.313435,38.549149,Gauss Boaga
Serra,15,33,Abete Bianco,47,,,,2632508,4267628,16.291027,38.549948,Gauss Boaga
Serra,15,34,Faggio,44,,,,2632535,4267670,16.291343,38.550323,Gauss Boaga
Serra,15,35,Castagno,49,,,,2632523,4267776,16.291223,38.551280,Gauss Boaga
Serra,15,36,Faggio,40,,,,2632511,4267780,16.291086,38.551317,Gauss Boaga
Serra,15,37,Abete Bianco,54,,,,2632473,4267728,16.290641,38.550854,Gauss Boaga
Serra,15,38,Faggio,41,,,,2632410,4267701,16.289914,38.550618,Gauss Boaga
Serra,15,39,Castagno,30,,,,2632419,4267766,16.290028,38.551203,Gauss Boaga
Serra,15,40,Faggio,35,,,,2632361,4267867,16.289379,38.552120,Gauss Boaga
Serra,15,41,Abete Bianco,45,,,,2632757,4267601,16.293879,38.549673,Gauss Boaga
Serra,15,42,Douglas,43,,,,2632310,4267626,16.288755,38.549955,Gauss Boaga
Serra,15,43,Douglas,44,,,,2632826,4267643,16.294678,38.550043,Gauss Boaga
Serra,15,44,Abete Bianco,36,,,,2632865,4267720,16.295138,38.550732,Gauss Boaga
Serra,15,45,Castagno,41,,,,2633022,4267802,16.296952,38.551451,Gauss Boaga
Serra,15,46,Abete Bianco,58,,,,2633058,4267829,16.297370,38.551689,Gauss Boaga
Serra,15,47,Abete Bianco,56,,,,2633009,4268003,16.296836,38.553263,Gauss Boaga
Serra,16,1,Tiglio,103,,613706,4268169,,,16.304962,38.554689,
Serra,16,2,Tiglio,86,,613706,4268169,,,16.304962,38.554689,
Serra,16,3,Tiglio,89,,613706,4268169,,,16.304962,38.554689,
Serra,16,4,Abete Bianco,95,,613545,4268173,,,16.303115,38.554746,
Serra,16,5,Abete Bianco,67,,613521,4268101,,,16.302828,38.554100,
Serra,16,6,Abete Bianco,100,,613417,4268109,,,16.301636,38.554186,
Serra,16,7,Abete Bianco,69,,613840,4267745,,,16.306430,38.550852,
Serra,16,8,Abete Rosso,60,,613655,4267975,,,16.304345,38.552948,
Serra,16,9,Abete Bianco,60,,613697,4267960,,,16.304824,38.552808,
Serra,16,10,Abete Bianco,66,,613607,4267922,,,16.303785,38.552477,
Serra,16,11,Faggio,55,,613889,4267778,,,16.306998,38.551143,
Serra,16,12,Abete Rosso,48,,614004,4267713,,,16.308306,38.550543,
Serra,16,13,Abete Bianco,38,,614067,4267795,,,16.309043,38.551274,
Serra,16,14,Abete Bianco,45,,613835,4268057,,,16.306423,38.553664,
Serra,16,15,Abete Bianco,44,,613922,4267886,,,16.307394,38.552112,
Serra,16,16,Faggio,55,,613230,4267928,,,16.299461,38.552579,
Serra,16,17,Faggio,50,,613837,4267915,,,16.306423,38.552384,
Serra,16,18,Castagno,28,,613159,4267951,,,16.298650,38.552795,
Serra,16,19,Farnia,37,,613103,4267964,,,16.298010,38.552919,
Serra,16,20,Abete Bianco,60,,613433,4267889,,,16.301784,38.552202,
Serra,16,21,Faggio,52,,613607,4268921,,,16.303948,38.561477,
Serra,16,22,Abete Bianco,62,,614141,4267856,,,16.309902,38.551814,
Serra,16,23,Douglas,58,,613411,4268018,,,16.301552,38.553367,
Serra,16,24,Douglas,52,,613429,4268030,,,16.301761,38.553472,
Serra,16,25,Abete Bianco,53,,614033,4267953,,,16.308678,38.552701,
Serra,16,26,Faggio,40,,613943,4267986,,,16.307651,38.553010,
Serra,16,27,Abete Bianco,48,,613969,4268014,,,16.307954,38.553259,
Serra,16,28,Abete Bianco,40,,613947,4268033,,,16.307705,38.553433,
Serra,16,29,Abete Bianco,55,,613917,4268000,,,16.307355,38.553140,
Serra,16,30,Abete Bianco,45,,613419,4267965,,,16.301635,38.552888,
Serra,16,31,Faggio,46,,613883,4267997,,,16.306964,38.553117,
Serra,16,32,Abete Bianco,55,,613432,4268031,,,16.301795,38.553481,
Serra,16,33,Faggio,54,,613825,4268223,,,16.306336,38.555161,
Serra,16,34,Abete Bianco,58,,613800,4268216,,,16.306048,38.555101,
Serra,16,35,Abete Bianco,58,,613784,4268238,,,16.305868,38.555301,
Serra,16,36,Abete Bianco,52,,613715,4267899,,,16.305021,38.552256,
Serra,16,37,Castagno,58,,614325,4268090,,,16.312051,38.553898,
Serra,16,38,Faggio,48,,613642,4268199,,,16.304232,38.554968,
Serra,16,39,Abete Bianco,49,,614332,4268121,,,16.312136,38.554177,
Serra,16,40,Faggio,57,,613466,4268220,,,16.302216,38.555180,
Serra,16,41,Abete Bianco,45,,613441,4268214,,,16.301928,38.555129,
Serra,16,42,Abete Bianco,48,,614274,4268084,,,16.311465,38.553851,
Serra,16,43,Douglas,55,,613458,4268165,,,16.302115,38.554685,
Serra,16,44,Abete Bianco,50,,613433,4268158,,,16.301827,38.554625,
Serra,16,45,Abete Bianco,46,,614126,4268114,,,16.309772,38.554140,
Serra,16,46,Faggio,53,,613441,4268214,,,16.301928,38.555129,
Serra,16,47,Abete Bianco,59,,614064,4268117,,,16.309061,38.554175,
Serra,16,48,Abete Bianco,42,,613394,4268243,,,16.301394,38.555396,
Serra,16,49,Abete Bianco,53,,614074,4268211,,,16.309191,38.555021,
Serra,16,50,Abete Bianco,50,,613331,4268209,,,16.300665,38.555098,
Serra,16,51,Abete Bianco,42,,613282,4268251,,,16.300110,38.555482,
Serra,16,52,Castagno,30,,613250,4268180,,,16.299731,38.554847,
Serra,16,53,Castagno,28,,613298,4268126,,,16.300273,38.554354,
Serra,16,54,Castagno,39,,614112,4268193,,,16.309624,38.554854,
Serra,16,55,Abete Bianco,46,,613316,4268076,,,16.300472,38.553901,
Serra,16,56,Douglas,60,,613268,4268097,,,16.299924,38.554097,
Serra,16,57,Douglas,50,,613184,4268135,,,16.298967,38.554450,
Serra,16,58,Douglas,46,,613167,4268157,,,16.298775,38.554650,
Serra,16,59,Abete Bianco,43,,614084,4268019,,,16.309274,38.553290,
Serra,16,60,Abete Bianco,46,,613186,4268059,,,16.298977,38.553765,
Serra,16,61,Castagno,38,,613161,4268052,,,16.298689,38.553705,
Serra,16,62,Abete Bianco,48,,613626,4267580,,,16.303948,38.549393,
Serra,16,63,Douglas,41,,613130,4268054,,,16.298334,38.553727,
Serra,16,64,Douglas,46,,613115,4268081,,,16.298166,38.553972,
Serra,16,65,Abete Bianco,53,,613580,4267463,,,16.303401,38.548345,
Serra,16,66,Abete Bianco,59,,613088,4268016,,,16.297846,38.553390,
Serra,16,66,Abete Bianco,40,,613512,4267630,,,16.302648,38.549858,
Serra,16,67,Abete Bianco,51,,613544,4267529,,,16.302999,38.548944,
Serra,16,68,Abete Bianco,58,,613514,4267589,,,16.302664,38.549488,
Serra,16,69,Abete Bianco,46,,613103,4267564,,,16.297945,38.549315,
Serra,16,70,Abete Bianco,46,,613548,4267589,,,16.303054,38.549484,
Serra,16,71,Abete Bianco,48,,613058,4268023,,,16.297503,38.553457,
Serra,17,1,Douglas,77,,613908,4267641,,,16.307193,38.549906,
Serra,17,2,Faggio,74,,613853,4267749,,,16.306580,38.550886,
Serra,17,3,Abete Bianco,77,,613833,4267603,,,16.306326,38.549574,
Serra,17,4,Abete Rosso,50,,613907,4267676,,,16.307187,38.550222,
Serra,17,5,Abete Bianco,55,,613796,4267687,,,16.305916,38.550335,
Serra,17,6,Abete Bianco,73,,613777,4267746,,,16.305707,38.550869,
Serra,17,7,Abete Bianco,69,,613840,4267745,,,16.306430,38.550852,
Serra,17,8,Abete Bianco,60,,613964,4267688,,,16.307843,38.550323,
Serra,17,9,Abete Bianco,60,,613845,4267781,,,16.306493,38.551176,
Serra,17,10,Abete Bianco,66,,613820,4267779,,,16.306206,38.551161,
Serra,17,11,Faggio,55,,613889,4267778,,,16.306998,38.551143,
Serra,17,12,Abete Bianco,48,,614004,4267713,,,16.308306,38.550543,
Serra,17,13,Abete Bianco,37,,614067,4267795,,,16.309043,38.551274,
Serra,17,14,Farnia,40,,614090,4267832,,,16.309312,38.551604,
Serra,17,15,Abete Bianco,43,,613922,4267886,,,16.307394,38.552112,
Serra,17,16,Faggio,58,,613856,4267856,,,16.306632,38.551850,
Serra,17,17,Faggio,43,,613837,4267915,,,16.306423,38.552384,
Serra,17,18,Castagno,63,,613921,4267811,,,16.307370,38.551436,
Serra,17,19,Castagno,62,,613901,4267932,,,16.307160,38.552529,
Serra,17,20,Abete Bianco,67,,613926,4267933,,,16.307447,38.552535,
Serra,17,21,Faggio,57,,613981,4267918,,,16.308076,38.552393,
Serra,17,22,Abete Bianco,64,,614141,4267856,,,16.309902,38.551814,
